0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2024年11月2日（土曜） 5回東京1日,10,4,5,エンドレスサマー,牡2,56.0,横山 和生,1:22.3,アタマ,1213,34.2,506(+14),上原 佑紀,9
2024年11月2日（土曜） 5回東京1日,11,5,8,マリノトニトゥルス,牝2,55.0,原 優介,1:22.3,アタマ,11,36.0,460(+8),武市 康男,13
2024年11月2日（土曜） 5回東京1日,12,8,13,レモンバーム,牝2,55.0,M.デムーロ,1:22.6,２,1412,34.7,454(0),嘉藤 貴行,3
2024年11月2日（土曜） 5回東京1日,13,8,14,カガバベル,牡2,56.0,石川 裕紀人,1:22.7,クビ,1213,34.7,514(+4),萱野 浩二,14
2024年11月2日（土曜） 5回東京1日,14,2,2,リアルショット,牡2,56.0,三浦 皇成,1:23.7,６,99,36.1,462(-8),加藤 征弘,12
2024年11月2日（土曜） 6回京都1日,1,7,12,ダンツエラン,牝2,55.0,団野 大成,1:22.8,,66,34.4,486(0),本田 優,4
2024年11月2日（土曜） 6回京都1日,2,3,4,モズナナスター,牝2,55.0,富田 暁,1:22.8,ハナ,11,34.7,448(+8),矢作 芳人,10
2024年11月2日（土曜） 6回京都1日,3,7,13,ベルビースタローン,牝2,55.0,西村 淳也,1:22.8,ハナ,22,34.7,490(-10),西村 真幸,15
2024年11月2日（土曜） 6回京都1日,4,5,9,ヴーレヴー,牝2,55.0,A.シュタルケ,1:22.9,１／２,108,34.2,456(-6),武 幸四郎,2
2024年11月2日（土曜） 6回京都1日,5,8,15,カワキタマナレア,牝2,55.0,鮫島 克駿,1:22.9,クビ,1111,34.0,424(+8),杉山 佳明,1
2024年11月2日（土曜） 6回京都1日,6,1,1,スリールミニョン,牝2,55.0,永島 まなみ,1:23.2,１ 1/2,66,34.6,432(-4),高橋 康之,6
2024年11月2日（土曜） 6回京都1日,7,6,10,キャッスルレイク,牝2,55.0,田口 貫太,1:23.2,クビ,68,34.6,462(0),松下 武士,12
2024年11月2日（土曜） 6回京都1日,8,6,11,ウォーターエアリー,牝2,55.0,池添 謙一,1:23.3,クビ,1213,34.2,400(-4),高柳 大輔,5
2024年11月2日（土曜） 6回京都1日,9,8,14,ニシノクードクール,牝2,55.0,武藤 雅,1:23.4,１,33,35.2,438(-12),武藤 善則,14
2024年11月2日（土曜） 6回京都1日,10,5,8,タマモティーカップ,牝2,55.0,長岡 禎仁,1:23.5,３／４,68,34.9,440(-8),高橋 亮,13
2024年11月2日（土曜） 6回京都1日,11,4,7,カルプスペルシュ,牝2,55.0,佐々木 大輔,1:23.7,１,45,35.4,464(+12),石坂 公一,8
2024年11月2日（土曜） 6回京都1日,12,2,3,ゴージャス,牝2,55.0,浜中 俊,1:23.9,１,1515,34.6,418(-6),四位 洋文,3
2024年11月2日（土曜） 6回京都1日,13,3,5,ウォーターガーベラ,牝2,55.0,北村 友一,1:24.0,３／４,1211,35.1,446(+6),河内 洋,11
2024年11月2日（土曜） 6回京都1日,14,2,2,ラヴェンデル,牝2,55.0,岩田 望来,1:24.1,３／４,43,35.8,422(+14),吉村 圭司,7
2024年11月2日（土曜） 6回京都1日,15,4,6,ハイファイスピード,牝2,55.0,国分 恭介,1:25.9,大差,1213,36.9,458(+6),宮本 博,9
2024年11月3日（祝日・日曜） 5回東京2日,1,2,3,ハヤヤッコ,牡8,58.5,吉田 豊,2:29.0,,16151515,34.6,480(-2),国枝 栄,10
2024年11月3日（祝日・日曜） 5回東京2日,2,2,4,クロミナンス,牡7,58.0,戸崎 圭太,2:29.1,クビ,8999,35.3,484(0),尾関 知人,1
2024年11月3日（祝日・日曜） 5回東京2日,3,5,9,タイセイフェリーク,牝4,52.0,大野 拓弥,2:29.1,アタマ,10111110,35.1,422(-6),田中 克典,6
2024年11月3日（祝日・日曜） 5回東京2日,4,6,11,アドマイヤハレー,牡6,55.0,田辺 裕信,2:29.2,１,14141414,35.0,468(-4),宮田 敬介,12
2024年11月3日（祝日・日曜） 5回東京2日,5,3,6,マイネルメモリー,牡4,55.0,A.シュタルケ,2:29.4,３／４,12121110,35.4,466(+12),宮 徹,8
2024年11月3日（祝日・日曜） 5回東京2日,6,7,14,セレシオン,牡5,57.0,荻野 極,2:29.6,１ 1/4,7778,36.1,462(-10),友道 康夫,3
2024年11月3日（祝日・日曜） 5回東京2日,7,1,2,メイショウブレゲ,牡5,56.0,酒井 学,2:29.7,１／２,12121313,35.6,472(-2),本田 優,9
2024年11月3日（祝日・日曜） 5回東京2日,8,7,13,サヴォーナ,牡4,57.5,池添 謙一,2:29.7,ハナ,6776,36.3,524(-2),中竹 和也,2
2024年11月3日（祝日・日曜） 5回東京2日,9,5,10,マイネルウィルトス,牡8,57.5,石川 裕紀人,2:30.0,２,10666,36.6,486(+8),宮 徹,5
2024年11月3日（祝日・日曜） 5回東京2日,10,3,5,フォワードアゲン,せん7,54.0,内田 博幸,2:30.4,２ 1/2,14151515,36.1,444(0),加藤 和宏,16
2024年11月3日（祝日・日曜） 5回東京2日,11,4,8,ラーグルフ,牡5,58.0,丸田 恭介,2:30.9,３,5554,37.6,500(0),宗像 義忠,11
2024年11月3日（祝日・日曜） 5回東京2日,12,4,7,ペプチドソレイユ,牡4,55.0,小崎 綾也,2:31.9,６,4244,38.7,486(-4),武 英智,15
2024年11月3日（祝日・日曜） 5回東京2日,13,6,12,ジャンカズマ,牡6,54.0,木幡 巧也,2:32.3,２ 1/2,1111,39.4,488(-10),小栗 実,14
2024年11月3日（祝日・日曜） 5回東京2日,14,8,16,ショウナンバシット,牡4,58.0,佐々木 大輔,2:32.7,２ 1/2,2222,39.6,490(-12),須貝 尚介,4
2024年11月3日（祝日・日曜） 5回東京2日,15,8,15,アドマイヤビルゴ,牡7,57.0,北村 宏司,2:32.7,ハナ,2222,39.7,444(+4),友道 康夫,13
2024年11月3日（祝日・日曜） 5回東京2日,16,1,1,ミクソロジー,牡5,58.0,三浦 皇成,2:32.8,クビ,89910,38.9,448(+4),辻野 泰之,7
2024年11月3日（祝日・日曜） 6回京都2日,1,8,15,サンライズジパング,牡3,56.0,鮫島 克駿,1:49.7,,8843,37.1,512(+4),音無 秀孝,3
2024年11月3日（祝日・日曜） 6回京都2日,2,7,13,アウトレンジ,牡4,57.0,横山 和生,1:49.8,１／２,2221,37.6,492(0),大久保 龍志,11
2024年11月3日（祝日・日曜） 6回京都2日,3,4,7,ロードアヴニール,牡4,57.0,岩田 望来,1:49.8,クビ,5566,37.1,488(-2),野中 賢二,9
2024年11月3日（祝日・日曜） 6回京都2日,4,5,9,ハピ,牡5,57.0,幸 英明,1:50.0,１ 1/4,10999,37.1,488(0),大久保 龍志,7
2024年11月3日（祝日・日曜） 6回京都2日,5,3,4,ミッキーヌチバナ,牡6,57.0,M.デムーロ,1:50.6,３ 1/2,13121210,37.2,518(-4),高橋 亮,5
2024年11月3日（祝日・日曜） 6回京都2日,6,4,6,ダンテバローズ,牡4,57.0,団野 大成,1:50.8,１ 1/4,4322,38.5,524(+8),上村 洋行,12
2024年11月3日（祝日・日曜） 6回京都2日,7,3,5,デリカダ,牝5,55.0,浜中 俊,1:51.1,１ 3/4,5543,38.6,494(0),吉田 直弘,10
2024年11月3日（祝日・日曜） 6回京都2日,8,6,10,トウセツ,牡5,57.0,角田 大和,1:51.4,２,15151313,37.8,484(+2),杉山 佳明,14
2024年11月3日（祝日・日曜） 6回京都2日,9,8,14,リプレーザ,牡6,57.0,国分 優作,1:51.9,２ 1/2,13141313,38.3,506(+4),大根田 裕之,15
2024年11月3日（祝日・日曜） 6回京都2日,10,5,8,オメガギネス,牡4,57.0,藤岡 佑介,1:51.9,クビ,9966,39.1,494(-2),大和田 成,1
2024年11月3日（祝日・日曜） 6回京都2日,11,2,3,ドゥラエレーデ,牡4,57.0,北村 友一,1:51.9,アタマ,3366,39.2,518(-6),池添 学,2
2024年11月3日（祝日・日曜） 6回京都2日,12,6,11,ロコポルティ,牡6,57.0,丸山 元気,1:53.0,７,11111110,39.9,518(-2),西園 正都,8
2024年11月3日（祝日・日曜） 6回京都2日,13,2,2,ゲンパチルシファー,牡8,57.0,田口 貫太,1:53.1,クビ,12121515,38.5,506(-4),佐々木 晶三,13
2024年11月3日（祝日・日曜） 6回京都2日,14,7,12,ミトノオー,牡4,57.0,松山 弘平,1:53.6,３,1113,41.4,502(-4),牧 光二,4
2024年11月3日（祝日・日曜） 6回京都2日,15,1,1,プロミストウォリア,牡7,57.0,西村 淳也,1:53.7,クビ,55910,40.8,518(-8),野中 賢二,6
2024年11月9日（土曜） 5回東京3日,1,6,10,エンペラーワケア,牡4,57.0,川田 将雅,1:36.0,,54,36.5,538(+2),杉山 晴紀,1
2024年11月9日（土曜） 5回東京3日,2,7,13,カズペトシーン,牡4,57.0,西村 淳也,1:36.2,１,1413,35.3,496(+8),池添 学,5
2024年11月9日（土曜） 5回東京3日,3,3,4,ペリエール,牡4,57.0,石川 裕紀人,1:36.2,ハナ,1010,36.1,488(-4),黒岩 陽一,4
2024年11月9日（土曜） 5回東京3日,4,5,9,ペイシャエス,牡5,57.0,横山 和生,1:36.4,１,33,37.1,498(-2),小西 一男,3
2024年11月9日（土曜） 5回東京3日,5,8,14,サンライズホーク,せん5,57.0,M.デムーロ,1:36.5,３／４,54,37.0,510(-5),牧浦 充徳,8
2024年11月9日（土曜） 5回東京3日,6,4,7,エルゲルージ,牡5,57.0,藤岡 佑介,1:36.6,クビ,88,36.8,516(-8),石坂 公一,11
2024年11月9日（土曜） 5回東京3日,7,6,11,ショウナンライシン,牡4,57.0,柴田 善臣,1:36.8,１ 1/4,88,36.9,488(-4),大竹 正博,6
2024年11月9日（土曜） 5回東京3日,8,7,12,タマモロック,牡4,57.0,R.ムーア,1:36.8,アタマ,76,37.2,506(0),伊藤 圭三,2
2024年11月9日（土曜） 5回東京3日,9,1,1,ビヨンドザファザー,牡5,57.0,北村 友一,1:36.9,３／４,1413,36.1,512(+6),藤岡 健一,7
2024年11月9日（土曜） 5回東京3日,10,2,3,キタノヴィジョン,牡7,57.0,戸崎 圭太,1:37.1,１,1112,36.8,496(+4),萱野 浩二,10
2024年11月9日（土曜） 5回東京3日,11,5,8,サヴァ,牡6,57.0,岩田 康誠,1:37.1,ハナ,1313,36.3,520(-10),上村 洋行,13
2024年11月9日（土曜） 5回東京3日,12,2,2,ゼットリアン,牡4,57.0,大野 拓弥,1:37.6,３,1110,37.4,438(0),吉田 直弘,14
2024年11月9日（土曜） 5回東京3日,13,3,5,メイショウテンスイ,牡7,57.0,吉田 豊,1:38.7,７,22,39.7,528(-3),河内 洋,12
2024年11月9日（土曜） 5回東京3日,14,8,15,イーグルノワール,牡3,56.0,菅原 明良,1:38.7,クビ,36,39.1,528(+10),音無 秀孝,9
2024年11月9日（土曜） 5回東京3日,15,4,6,ドルチェモア,牡4,57.0,三浦 皇成,1:46.1,大差,11,47.2,474(+2),高橋 一哉,15
2024年11月9日（土曜） 6回京都3日,1,3,3,スマイルスルー,牡4,60.0,高田 潤,3:33.4,,1111,13.5,518(-2),斉藤 崇史,1
2024年11月9日（土曜） 6回京都3日,2,7,7,アサクサゲンキ,せん9,60.0,小牧 加矢太,3:34.7,８,2222,13.5,470(0),音無 秀孝,2
2024年11月9日（土曜） 6回京都3日,3,5,5,オオキニ,牡5,60.0,森 一馬,3:34.9,１,2222,13.6,452(0),鈴木 孝志,3
2024年11月9日（土曜） 6回京都3日,4,1,1,レッドバロッサ,せん5,60.0,小坂 忠士,3:36.2,８,6666,13.6,516(+12),音無 秀孝,4
2024年11月9日（土曜） 6回京都3日,5,6,6,ダイシンクローバー,せん8,61.0,上野 翔,3:36.3,クビ,5555,13.6,480(-12),戸田 博文,6
2024年11月9日（土曜） 6回京都3日,6,4,4,ザメイダン,牡8,60.0,石神 深一,3:36.9,４,4444,13.7,484(+2),新開 幸一,5
2024年11月9日（土曜） 6回京都3日,7,2,2,メイショウアツイタ,牡6,60.0,難波 剛健,3:40.2,大差,7777,13.9,504(-8),高橋 義忠,7
2024年11月9日（土曜） 6回京都3日,1,5,5,ランフォーヴァウ,牝2,55.0,坂井 瑠星,1:34.7,,44,33.7,450(-4),福永 祐一,1
2024年11月9日（土曜） 6回京都3日,2,6,6,ドラゴンブースト,牡2,56.0,田口 貫太,1:34.8,１／２,22,34.0,466(-2),藤野 健太,3
2024年11月9日（土曜） 6回京都3日,3,1,1,ダイシンラー,牡2,56.0,岩田 望来,1:35.1,１ 3/4,64,34.0,504(+10),梅田 智之,2
2024年11月9日（土曜） 6回京都3日,4,2,2,エイヨーアメジスト,牝2,55.0,団野 大成,1:35.4,２,11,34.8,438(0),牧田 和弥,6
2024年11月9日（土曜） 6回京都3日,5,4,4,サウンドバッハ,牡2,56.0,A.シュタルケ,1:35.7,２,77,34.4,478(+2),根本 康広,7
2024年11月9日（土曜） 6回京都3日,6,7,7,ロヴィーサ,牝2,55.0,幸 英明,1:35.8,クビ,32,34.9,434(0),大根田 裕之,4
2024年11月9日（土曜） 6回京都3日,7,3,3,ローレルオーブ,牡2,56.0,鮫島 克駿,1:35.8,クビ,44,34.7,446(+6),杉山 佳明,5
2024年11月10日（日曜） 6回京都4日,1,6,11,スタニングローズ,牝5,56.0,C.デムーロ,2:11.1,,4442,34.0,498(+6),高野 友和,3
2024年11月10日（日曜） 6回京都4日,2,8,16,ラヴェル,牝4,56.0,川田 将雅,2:11.5,２,8889,34.1,468(-6),矢作 芳人,12
2024年11月10日（日曜） 6回京都4日,3,1,1,ホールネス,牝4,56.0,坂井 瑠星,2:11.6,３／４,5555,34.4,536(0),藤原 英昭,2
2024年11月10日（日曜） 6回京都4日,4,4,8,シンリョクカ,牝4,56.0,木幡 初也,2:11.6,クビ,2232,34.6,462(+4),竹内 正洋,6
2024年11月10日（日曜） 6回京都4日,5,4,7,レガレイラ,牝3,54.0,C.ルメール,2:11.6,ハナ,88109,34.1,472(+4),木村 哲也,1
2024年11月10日（日曜） 6回京都4日,6,1,2,ライラック,牝5,56.0,石川 裕紀人,2:11.6,ハナ,11111111,33.9,448(-10),相沢 郁,10
2024年11月10日（日曜） 6回京都4日,7,7,13,サリエラ,牝5,56.0,R.ムーア,2:11.8,１,14141414,33.9,418(-6),国枝 栄,5
2024年11月10日（日曜） 6回京都4日,8,8,15,ゴールドエクリプス,牝5,56.0,田口 貫太,2:11.8,ハナ,12121111,34.2,498(+2),大久保 龍志,16
2024年11月10日（日曜） 6回京都4日,9,8,17,コスタボニータ,牝5,56.0,松山 弘平,2:11.9,１／２,6665,34.7,482(+4),杉山 佳明,14
2024年11月10日（日曜） 6回京都4日,10,6,12,シンティレーション,牝5,56.0,T.マーカンド,2:12.0,３／４,8888,34.6,476(-4),池上 昌和,4
2024年11月10日（日曜） 6回京都4日,11,5,9,キミノナハマリア,牝4,56.0,鮫島 克駿,2:12.1,１／２,6665,34.8,506(-2),千田 輝彦,11
2024年11月10日（日曜） 6回京都4日,12,5,10,エリカヴィータ,牝5,56.0,藤岡 佑介,2:12.1,ハナ,12121113,34.3,464(-8),国枝 栄,17
2024年11月10日（日曜） 6回京都4日,13,2,3,ルージュリナージュ,牝5,56.0,池添 謙一,2:12.1,クビ,16161617,34.0,444(-4),宗像 義忠,13
2024年11月10日（日曜） 6回京都4日,14,3,5,モリアーナ,牝4,56.0,岩田 康誠,2:12.4,１ 1/2,14141414,34.4,482(0),武藤 善則,9
2024年11月10日（日曜） 6回京都4日,15,3,6,ピースオブザライフ,牝4,56.0,団野 大成,2:13.3,５,16161616,35.3,488(+6),野中 賢二,15
2024年11月10日（日曜） 6回京都4日,16,2,4,コンクシェル,牝4,56.0,岩田 望来,2:13.6,２,1111,36.9,480(-2),清水 久詞,8
2024年11月10日（日曜） 6回京都4日,17,7,14,ハーパー,牝4,56.0,武 豊,2:13.8,３／４,2222,36.9,486(-2),友道 康夫,7
2024年11月10日（日曜） 3回福島4日,1,3,6,アラタ,牡7,57.5,大野 拓弥,2:00.7,,15151410,36.3,474(+4),和田 勇介,7
2024年11月10日（日曜） 3回福島4日,2,1,1,フェアエールング,牝4,52.0,丹内 祐次,2:00.9,１,12111310,36.8,444(-10),和田 正一郎,6
2024年11月10日（日曜） 3回福島4日,3,6,11,ダンディズム,せん8,57.0,三浦 皇成,2:01.0,１／２,131363,37.2,476(+8),野中 賢二,3
2024年11月10日（日曜） 3回福島4日,4,3,5,クリノプレミアム,牝7,55.5,松岡 正海,2:01.0,アタマ,2322,37.3,484(0),伊藤 伸一,10
2024年11月10日（日曜） 3回福島4日,5,7,13,ショウナンマグマ,牡5,57.0,柴田 善臣,2:01.0,クビ,1011105,37.0,508(-10),尾関 知人,12
2024年11月10日（日曜） 3回福島4日,6,1,2,エンパイアウエスト,牝5,53.0,津村 明秀,2:01.1,１／２,8675,37.2,510(+10),黒岩 陽一,8
2024年11月10日（日曜） 3回福島4日,7,2,3,ドクタードリトル,牡4,56.0,幸 英明,2:01.3,３／４,891010,37.3,460(-2),今野 貞一,1
2024年11月10日（日曜） 3回福島4日,8,6,12,アスクワイルドモア,牡5,54.0,小崎 綾也,2:01.3,アタマ,16161414,36.8,476(+2),藤原 英昭,16
2024年11月10日（日曜） 3回福島4日,9,4,7,タガノパッション,牝6,52.0,吉田 隼人,2:01.7,２ 1/2,13131414,37.3,480(+4),武 幸四郎,13
2024年11月10日（日曜） 3回福島4日,10,2,4,フライライクバード,せん7,57.0,西村 淳也,2:01.8,３／４,6678,37.9,456(0),福永 祐一,2
2024年11月10日（日曜） 3回福島4日,11,8,15,シーズンリッチ,牡4,56.0,亀田 温心,2:02.2,２ 1/2,761010,38.2,506(0),久保田 貴士,15
2024年11月10日（日曜） 3回福島4日,12,7,14,サトノエルドール,牡8,56.0,H.ドイル,2:02.5,１ 1/2,10923,38.8,472(0),国枝 栄,11
2024年11月10日（日曜） 3回福島4日,13,5,10,ウインシュクラン,せん6,55.0,丸山 元気,2:02.7,１ 1/2,1111,39.2,456(-6),鹿戸 雄一,9
2024年11月10日（日曜） 3回福島4日,14,8,16,シリウスコルト,牡3,54.0,高杉 吏麒,2:02.9,３／４,4325,39.2,478(0),宗像 義忠,5
2024年11月10日（日曜） 3回福島4日,15,5,9,ギャラクシーナイト,牡5,56.0,菊沢 一樹,2:03.9,６,2228,40.3,504(-4),菊沢 隆徳,4
2024年11月10日（日曜） 3回福島4日,16,4,8,ベラジオソノダラブ,牡4,53.0,国分 優作,2:04.0,１／２,45714,40.1,476(-2),小椋 研介,14
2024年11月16日（土曜） 5回東京5日,1,4,4,クロワデュノール,牡2,56.0,北村 友一,1:46.8,,332,33.3,504(+24),斉藤 崇史,1
2024年11月16日（土曜） 5回東京5日,2,8,9,サトノシャイニング,牡2,56.0,松山 弘平,1:46.9,３／４,111,33.5,492(+2),杉山 晴紀,3
2024年11月16日（土曜） 5回東京5日,3,7,7,レッドキングリー,牡2,56.0,C.ルメール,1:47.1,１ 1/2,223,33.5,504(+4),木村 哲也,2
2024年11月16日（土曜） 5回東京5日,4,3,3,ファイアンクランツ,牡2,56.0,菅原 明良,1:47.2,クビ,655,33.4,454(+14),堀 宣行,4
2024年11月16日（土曜） 5回東京5日,5,5,5,デルアヴァー,牡2,56.0,三浦 皇成,1:47.3,１／２,877,33.3,478(+14),松永 幹夫,5
2024年11月16日（土曜） 5回東京5日,6,2,2,ジーティーマン,牡2,56.0,西村 淳也,1:47.7,２ 1/2,335,33.9,486(+12),小栗 実,6
2024年11月16日（土曜） 5回東京5日,7,6,6,プレシャスデイ,牡2,56.0,横山 武史,1:47.7,アタマ,677,33.7,490(+4),伊坂 重信,7
2024年11月16日（土曜） 5回東京5日,8,1,1,ニシノタンギー,牡2,56.0,武藤 雅,1:48.0,１ 1/2,999,33.8,460(-2),水野 貴広,9
2024年11月16日（土曜） 5回東京5日,9,8,8,ニシノイストワール,牡2,56.0,田辺 裕信,1:48.4,２ 1/2,353,34.7,456(+4),鹿戸 雄一,8
2024年11月17日（日曜） 6回京都6日,1,7,13,ソウルラッシュ,牡6,58.0,団野 大成,1:32.0,,1010,33.6,514(+2),池江 泰寿,4
2024年11月17日（日曜） 6回京都6日,2,8,17,エルトンバローズ,牡4,58.0,西村 淳也,1:32.4,２ 1/2,88,34.2,518(-2),杉山 晴紀,7
2024年11月17日（日曜） 6回京都6日,3,7,14,ウインマーベル,牡5,58.0,松山 弘平,1:32.4,クビ,42,34.5,476(0),深山 雅史,10
2024年11月17日（日曜） 6回京都6日,4,1,2,ブレイディヴェーグ,牝4,56.0,C.ルメール,1:32.4,ハナ,910,34.1,468(-4),宮田 敬介,1
2024年11月17日（日曜） 6回京都6日,5,6,11,チャリン,牡4,58.0,R.ムーア,1:32.4,クビ,1415,33.6,508(前計不),R.ヴェリアン,3
2024年11月17日（日曜） 6回京都6日,6,8,15,セリフォス,牡5,58.0,川田 将雅,1:32.6,１ 1/4,108,34.3,490(-8),中内田 充正,6
2024年11月17日（日曜） 6回京都6日,7,8,16,タイムトゥヘヴン,牡6,58.0,柴田 善臣,1:32.6,ハナ,1717,33.5,484(-2),戸田 博文,13
2024年11月17日（日曜） 6回京都6日,8,5,9,ニホンピロキーフ,牡4,58.0,田口 貫太,1:32.7,アタマ,22,35.0,482(0),大橋 勇樹,16
2024年11月17日（日曜） 6回京都6日,9,4,8,フィアスプライド,牝6,56.0,A.シュタルケ,1:32.7,ハナ,66,34.6,470(-4),国枝 栄,11
2024年11月17日（日曜） 6回京都6日,10,3,5,ジュンブロッサム,牡5,58.0,戸崎 圭太,1:32.7,アタマ,1613,34.0,472(+2),友道 康夫,5
2024年11月17日（日曜） 6回京都6日,11,6,12,アルナシーム,牡5,58.0,藤岡 佑介,1:32.9,１ 1/4,1413,34.2,450(+2),橋口 慎介,12
2024年11月17日（日曜） 6回京都6日,12,3,6,オオバンブルマイ,牡4,58.0,武 豊,1:32.9,クビ,1012,34.5,464(+10),吉村 圭司,8
2024年11月17日（日曜） 6回京都6日,13,2,3,バルサムノート,牡4,58.0,北村 友一,1:33.4,３,11,35.9,512(+8),高野 友和,15
2024年11月17日（日曜） 6回京都6日,14,4,7,マテンロウスカイ,せん5,58.0,横山 典弘,1:33.4,ハナ,1315,34.8,484(+8),松永 幹夫,9
2024年11月17日（日曜） 6回京都6日,15,1,1,コムストックロード,牝5,56.0,幸 英明,1:33.7,１ 3/4,42,35.9,448(0),宗像 義忠,17
2024年11月17日（日曜） 6回京都6日,16,5,10,レイベリング,牡4,58.0,津村 明秀,1:34.2,３,25,36.5,494(+4),鹿戸 雄一,14
2024年11月17日（日曜） 6回京都6日,17,2,4,ナミュール,牝5,56.0,C.デムーロ,1:37.8,大差,66,39.7,464(+14),高野 友和,2
2024年11月23日（祝日・土曜） 6回京都7日,1,8,8,エリキング,牡2,56.0,川田 将雅,2:00.9,,4533,34.2,498(0),中内田 充正,1
2024年11月23日（祝日・土曜） 6回京都7日,2,4,4,ジョバンニ,牡2,56.0,松山 弘平,2:01.1,１ 1/4,8855,34.3,484(0),杉山 晴紀,3
2024年11月23日（祝日・土曜） 6回京都7日,3,5,5,クラウディアイ,牡2,56.0,西村 淳也,2:01.2,１,6677,34.3,430(+14),橋口 慎介,4
2024年11月23日（祝日・土曜） 6回京都7日,4,3,3,ウォータークラーク,牡2,56.0,武 豊,2:01.4,１ 1/4,1111,35.0,482(+2),石橋 守,5
2024年11月23日（祝日・土曜） 6回京都7日,5,7,7,スリーキングス,牡2,56.0,岩田 康誠,2:01.4,アタマ,3355,34.6,498(+4),上村 洋行,6
2024年11月23日（祝日・土曜） 6回京都7日,6,1,1,テイクイットオール,牡2,56.0,三浦 皇成,2:01.5,クビ,4333,34.8,444(+6),中竹 和也,7
2024年11月23日（祝日・土曜） 6回京都7日,7,2,2,サラコスティ,牡2,56.0,C.デムーロ,2:01.6,１,2222,35.1,470(+8),池添 学,2
2024年11月23日（祝日・土曜） 6回京都7日,8,6,6,ローレルオーブ,牡2,56.0,団野 大成,2:01.9,１ 1/2,7777,35.0,444(-2),杉山 佳明,8
2024年11月24日（日曜） 5回東京8日,1,3,3,ドウデュース,牡5,58.0,武 豊,2:25.5,,1312127,32.7,510(+6),友道 康夫,1
2024年11月24日（日曜） 5回東京8日,2,5,7,シンエンペラー,牡3,56.0,坂井 瑠星,2:25.5,クビ,1122,33.1,488(前計不),矢作 芳人,8
2024年11月24日（日曜） 5回東京8日,2,6,10,ドゥレッツァ,牡4,58.0,W.ビュイック,2:25.5,同着,6311,33.4,470(前計不),尾関 知人,7
2024年11月24日（日曜） 5回東京8日,4,6,9,チェルヴィニア,牝3,54.0,C.ルメール,2:25.9,２ 1/2,3364,33.4,494(+4),木村 哲也,2
2024年11月24日（日曜） 5回東京8日,5,3,4,ジャスティンパレス,牡5,58.0,C.デムーロ,2:26.0,アタマ,7777,33.3,468(-2),杉山 晴紀,3
2024年11月24日（日曜） 5回東京8日,6,1,1,ゴリアット,せん4,58.0,C.スミヨン,2:26.0,アタマ,9344,33.5,496(前計不),F.グラファール,6
2024年11月24日（日曜） 5回東京8日,7,8,14,スターズオンアース,牝5,56.0,川田 将雅,2:26.1,１／２,3322,33.8,500(前計不),高柳 瑞樹,5
2024年11月24日（日曜） 5回東京8日,8,5,8,オーギュストロダン,牡4,58.0,R.ムーア,2:26.2,１／２,7777,33.5,454(前計不),A.オブライエン,4
2024年11月24日（日曜） 5回東京8日,9,4,6,ダノンベルーガ,牡5,58.0,松山 弘平,2:26.2,ハナ,3797,33.4,492(-6),堀 宣行,13
2024年11月24日（日曜） 5回東京8日,10,4,5,シュトルーヴェ,せん5,58.0,鮫島 克駿,2:26.3,１／２,14121212,33.4,478(+8),堀 宣行,11
2024年11月24日（日曜） 5回東京8日,11,8,13,ファンタスティック,牡4,58.0,R.ピーヒュレク,2:26.5,１ 1/2,11121214,33.5,440(前計不),S.シュタインベルク,12
2024年11月24日（日曜） 5回東京8日,12,2,2,ブローザホーン,牡5,58.0,菅原 明良,2:26.6,１／２,111097,33.8,430(+4),吉岡 辰弥,10
2024年11月24日（日曜） 5回東京8日,13,7,11,カラテ,牡8,58.0,杉原 誠人,2:26.7,１／２,910912,33.8,530(+4),音無 秀孝,14
2024年11月24日（日曜） 5回東京8日,14,7,12,ソールオリエンス,牡4,58.0,横山 武史,2:27.7,６,2244,35.2,476(+8),手塚 貴久,9
2024年11月24日（日曜） 6回京都8日,1,2,3,ビッグシーザー,牡4,57.0,北村 友一,1:07.7,,53,33.7,518(0),西園 正都,1
2024年11月24日（日曜） 6回京都8日,2,1,1,ウインカーネリアン,牡7,57.0,三浦 皇成,1:07.8,クビ,11,34.1,522(+10),鹿戸 雄一,3
2024年11月24日（日曜） 6回京都8日,3,1,2,ヴェントヴォーチェ,牡7,57.0,M.デムーロ,1:08.1,１ 3/4,109,33.6,528(+10),牧浦 充徳,10
2024年11月24日（日曜） 6回京都8日,4,2,4,プルパレイ,せん5,57.0,浜中 俊,1:08.1,ハナ,87,33.8,494(+6),須貝 尚介,11
2024年11月24日（日曜） 6回京都8日,5,4,8,サブライムアンセム,牝5,55.0,西塚 洸二,1:08.2,１,1613,33.3,496(+2),藤原 英昭,12
2024年11月24日（日曜） 6回京都8日,6,4,7,ドロップオブライト,牝5,56.0,幸 英明,1:08.2,アタマ,67,33.9,438(-2),福永 祐一,7
2024年11月24日（日曜） 6回京都8日,7,6,11,カンチェンジュンガ,牡4,57.0,団野 大成,1:08.2,クビ,1717,33.1,484(+2),庄野 靖志,6
2024年11月24日（日曜） 6回京都8日,8,3,6,アグリ,牡5,57.0,斎藤 新,1:08.3,クビ,1413,33.5,500(-4),杉山 晴紀,5
2024年11月24日（日曜） 6回京都8日,9,3,5,グレイトゲイナー,牡7,57.0,岩田 康誠,1:08.5,１ 1/2,65,34.4,476(+8),森 秀行,15
